ISIN;CH0049613687;;;CH0049613901;CH0100517157;CH0100484986
SYMBOL;SARON;;;SCRON;SAION;SCION
NAME;Swiss Average Rate ON;;;Swiss Current Rate ON;SARON Index;Swiss Current Index ON
Date;Close;Fixing 12:00;Fixing 16:00;Close;Close;Close;Rate Volume;Trade Volume
18.02.2020; -0.711085; -0.711862; -0.711268; -0.710000; 10930.966358; 10893.278445; 9442000000; 7382000000
17.02.2020; -0.711586; -0.712941; -0.711856; -0.700000; 10931.182427; 10893.490263; 10709750000; 8051000000
14.02.2020; -0.711131; -0.711455; -0.711299; -0.700000; 10931.830257; 10894.125754; 11981666667; 7520000000
13.02.2020; -0.710877; -0.711057; -0.711066; -0.700000; 10932.046128; 10894.337588; 11500300000; 8536000000
12.02.2020; -0.710191; -0.711270; -0.710870; -0.700000; 10932.261794; 10894.549426; 12452000000; 8442000000
11.02.2020; -0.711541; -0.711844; -0.711473; -0.715000; 10932.477875; 10894.765808; 11198166667; 7959000000
10.02.2020; -0.710975; -0.711456; -0.711042; -0.700000; 10932.693788; 10894.977655; 11771750000; 8327000000
07.02.2020; -0.710898; -0.711483; -0.711026; -0.710000; 10933.341496; 10895.622313; 10217000000; 8627000000
06.02.2020; -0.710393; -0.711211; -0.710326; -0.710000; 10933.557249; 10895.837203; 11357900000; 8193000000
05.02.2020; -0.709951; -0.710023; -0.709907; -0.710000; 10933.772872; 10896.052097; 11191866667; 8311000000
04.02.2020; -0.710173; -0.710881; -0.710355; -0.710000; 10933.988567; 10896.266996; 13692833333; 10622000000
03.02.2020; -0.709472; -0.711101; -0.710700; -0.650000; 10934.204053; 10896.463738; 15160166666; 11039000000
31.01.2020; -0.701907; -0.711087; -0.706700; -0.690000; 10934.843657; 10897.090321; 15015749999; 9993000000
30.01.2020; -0.711284; -0.711926; -0.711473; -0.710000; 10935.059711; 10897.305240; 12315500000; 7927000000
29.01.2020; -0.710357; -0.711498; -0.711076; -0.700000; 10935.275487; 10897.517136; 12421916667; 8885000000
28.01.2020; -0.711374; -0.711764; -0.711626; -0.700000; 10935.491577; 10897.729036; 13816833333; 9196000000
27.01.2020; -0.711109; -0.711760; -0.711412; -0.710000; 10935.707590; 10897.943968; 9250000000; 7255000000
24.01.2020; -0.710899; -0.710899; -0.710899; -0.710000; 10936.355477; 10898.588801; 0; 0
23.01.2020; -0.710899; -0.711614; -0.711173; -0.710000; 10936.571444; 10898.803750; 11416999999; 7877000000
22.01.2020; -0.710819; -0.711059; -0.711169; -0.700000; 10936.787391; 10899.015675; 10983666666; 7722000000
21.01.2020; -0.710619; -0.710681; -0.710777; -0.710000; 10937.003281; 10899.230632; 10917333334; 8044000000
20.01.2020; -0.710670; -0.710793; -0.710569; -0.710000; 10937.219191; 10899.445593; 11190000001; 8518000000
17.01.2020; -0.710511; -0.710548; -0.710489; -0.710000; 10937.866814; 10900.090515; 9488416667; 8103000000
16.01.2020; -0.710424; -0.709700; -0.710580; -0.710000; 10938.082666; 10900.305493; 9772000000; 8572000000
15.01.2020; -0.709975; -0.710780; -0.710204; -0.700000; 10938.298386; 10900.517448; 9851166667; 8462000000
14.01.2020; -0.709312; -0.709726; -0.709575; -0.700000; 10938.513909; 10900.729407; 9214066667; 7880000000
13.01.2020; -0.708344; -0.708375; -0.708535; -0.700000; 10938.729142; 10900.941370; 11805083333; 7883000000
10.01.2020; -0.709668; -0.709732; -0.709772; -0.705000; 10939.376086; 10901.581838; 8940250000; 6975000000
09.01.2020; -0.706479; -0.706079; -0.706578; -0.725000; 10939.590769; 10901.801388; 11739666667; 7993000000
08.01.2020; -0.704307; -0.705329; -0.704652; -0.700000; 10939.804796; 10902.013372; 12756833333; 9676000000
07.01.2020; -0.703904; -0.703922; -0.704128; -0.700000; 10940.018705; 10902.225360; 13936666667; 10223000000
06.01.2020; -0.700989; -0.701895; -0.701103; -0.700000; 10940.231732; 10902.437352; 13389000000; 10774000000
03.01.2020; -0.691517; -0.700816; -0.695168; -0.550000; 10940.862215; 10902.937070; 18089333333; 13853000000
31.12.2019; -0.659249; -0.659170; -0.659249; -0.665000; 10941.463311; 10903.541308; 3977333333; 2884000000
30.12.2019; -0.684825; -0.695701; -0.685721; -0.650000; 10941.671454; 10903.738181; 10915333333; 8050000000
27.12.2019; -0.698503; -0.699484; -0.699658; -0.670000; 10942.308390; 10904.347007; 9151000000; 8451000000
24.12.2019; -0.684586; -0.685482; -0.683256; -0.750000; 10942.932672; 10905.028571; 10592916666; 7526000000
23.12.2019; -0.701235; -0.702124; -0.701303; -0.700000; 10943.145831; 10905.240617; 8890000000; 6690000000
20.12.2019; -0.705870; -0.704957; -0.706000; -0.700000; 10943.789572; 10905.876793; 9315916668; 6591000000
19.12.2019; -0.704521; -0.704337; -0.704756; -0.700000; 10944.003746; 10906.088856; 8126499999; 6674000000
18.12.2019; -0.705583; -0.705255; -0.705369; -0.700000; 10944.218248; 10906.300923; 9386500000; 6294000000
17.12.2019; -0.705345; -0.706209; -0.705464; -0.700000; 10944.432681; 10906.512994; 9686416666; 6957000000
16.12.2019; -0.704199; -0.704892; -0.704713; -0.700000; 10944.646770; 10906.725069; 9177583332; 5722000000
13.12.2019; -0.703784; -0.704102; -0.703324; -0.710000; 10945.288697; 10907.370422; 6057750000; 4844000000
12.12.2019; -0.705800; -0.706445; -0.705869; -0.700000; 10945.503290; 10907.582514; 9393666667; 6038000000
11.12.2019; -0.705172; -0.704936; -0.705414; -0.700000; 10945.717696; 10907.794610; 10273083333; 6246000000
10.12.2019; -0.705512; -0.706295; -0.705648; -0.705000; 10945.932210; 10908.008225; 7635650000; 5324000000
09.12.2019; -0.706353; -0.706006; -0.706690; -0.700000; 10946.146983; 10908.220329; 9709250000; 5915000000
06.12.2019; -0.704737; -0.704862; -0.704762; -0.705000; 10946.789867; 10908.861225; 8688999999; 6358000000
05.12.2019; -0.703716; -0.704560; -0.703913; -0.705000; 10947.003855; 10909.074861; 8894000000; 6050000000
04.12.2019; -0.703749; -0.705538; -0.704064; -0.700000; 10947.217858; 10909.286986; 9399900000; 6213000000
03.12.2019; -0.703643; -0.704293; -0.703528; -0.700000; 10947.431833; 10909.499115; 13549533332; 8807000000
02.12.2019; -0.705517; -0.706534; -0.705824; -0.700000; 10947.646382; 10909.711248; 12054150000; 9387000000
29.11.2019; -0.706504; -0.707716; -0.706503; -0.700000; 10948.290966; 10910.347685; 10658666667; 7656000000
28.11.2019; -0.709256; -0.709502; -0.709413; -0.700000; 10948.506669; 10910.559835; 8247000000; 6862000000
27.11.2019; -0.710607; -0.709748; -0.710987; -0.700000; 10948.722787; 10910.771989; 10018333333; 7045000000
26.11.2019; -0.709801; -0.709969; -0.710239; -0.710000; 10948.938664; 10910.987178; 7763000000; 6514000000
25.11.2019; -0.705693; -0.705635; -0.706139; -0.700000; 10949.153296; 10911.199340; 8395250000; 5042000000
22.11.2019; -0.703757; -0.703310; -0.704181; -0.700000; 10949.795462; 10911.835864; 7194000000; 5749000000
21.11.2019; -0.700298; -0.701943; -0.700272; -0.700000; 10950.008469; 10912.048043; 8809000001; 7294000000
20.11.2019; -0.699736; -0.699348; -0.699963; -0.700000; 10950.221310; 10912.260226; 5811416666; 4887000000
19.11.2019; -0.698650; -0.697760; -0.698072; -0.700000; 10950.433824; 10912.472413; 8001350000; 5963000000
18.11.2019; -0.693477; -0.693136; -0.693431; -0.695000; 10950.644769; 10912.683088; 8563050000; 5768000000
15.11.2019; -0.693456; -0.690035; -0.693092; -0.690000; 10951.277621; 10913.310603; 6578500001; 4590000000
14.11.2019; -0.686273; -0.683302; -0.685898; -0.690000; 10951.486391; 10913.519779; 6232750000; 5353000000
13.11.2019; -0.681105; -0.679704; -0.681982; -0.680000; 10951.693592; 10913.725927; 9872000000; 7707000000
12.11.2019; -0.675285; -0.674237; -0.675965; -0.675000; 10951.899027; 10913.930563; 12226966668; 7913000000
11.11.2019; -0.674360; -0.672523; -0.674072; -0.660000; 10952.104184; 10914.130655; 8599000000; 6499000000
08.11.2019; -0.668780; -0.667834; -0.669047; -0.650000; 10952.714597; 10914.721869; 7381500000; 5719000000
07.11.2019; -0.663490; -0.663467; -0.662417; -0.640000; 10952.916462; 10914.915912; 8464416666; 6032000000
06.11.2019; -0.659506; -0.654549; -0.659538; -0.650000; 10953.117119; 10915.112990; 9180166666; 5578000000
05.11.2019; -0.656182; -0.645156; -0.653660; -0.695000; 10953.316768; 10915.323716; 7486750000; 5208000000
04.11.2019; -0.627620; -0.624696; -0.626636; -0.630000; 10953.507730; 10915.514738; 10388000000; 8516000000
01.11.2019; -0.639171; -0.642338; -0.637890; -0.640000; 10954.091191; 10916.096930; 12453833333; 8643000000
31.10.2019; -0.732974; -0.733054; -0.732848; -0.735000; 10954.314225; 10916.319805; 1358000000; 1258000000
30.10.2019; -0.737164; -0.739951; -0.737514; -0.730000; 10954.538539; 10916.541168; 1850000000; 1650000000
29.10.2019; -0.734425; -0.735967; -0.734432; -0.735000; 10954.762024; 10916.764052; 1740000000; 1540000000
28.10.2019; -0.736533; -0.737209; -0.736572; -0.735000; 10954.986155; 10916.986940; 2255000000; 1655000000
25.10.2019; -0.735077; -0.736497; -0.735077; -0.720000; 10955.657259; 10917.641999; 1951000000; 1451000000
24.10.2019; -0.739270; -0.739964; -0.739292; -0.735000; 10955.882241; 10917.864905; 3234000000; 2634000000
23.10.2019; -0.739178; -0.740165; -0.739231; -0.740000; 10956.107200; 10918.089332; 2783500000; 2215000000
22.10.2019; -0.738701; -0.738876; -0.739226; -0.730000; 10956.332018; 10918.310731; 3453500000; 2791000000
21.10.2019; -0.737488; -0.736695; -0.737595; -0.730000; 10956.556472; 10918.532135; 3193750000; 2400000000
18.10.2019; -0.737191; -0.739584; -0.737073; -0.730000; 10957.229603; 10919.196386; 2415000000; 1915000000
17.10.2019; -0.736523; -0.735643; -0.736425; -0.730000; 10957.453781; 10919.417808; 3255500000; 2418000000
16.10.2019; -0.739809; -0.742388; -0.740480; -0.730000; 10957.678964; 10919.639234; 3370750000; 2377000000
15.10.2019; -0.736896; -0.736463; -0.736014; -0.730000; 10957.903265; 10919.860665; 4934333333; 3946000000
14.10.2019; -0.736823; -0.738898; -0.736166; -0.720000; 10958.127548; 10920.079067; 3759000000; 2699000000
11.10.2019; -0.737592; -0.740146; -0.738099; -0.730000; 10958.801142; 10920.743412; 3600000000; 2800000000
10.10.2019; -0.741872; -0.737830; -0.741569; -0.735000; 10959.026981; 10920.966382; 3038000000; 2538000000
09.10.2019; -0.739089; -0.739512; -0.740459; -0.730000; 10959.251977; 10921.187839; 2960000000; 2460000000
08.10.2019; -0.740681; -0.741208; -0.740418; -0.730000; 10959.477462; 10921.409301; 3430333334; 2267000000
07.10.2019; -0.736762; -0.737913; -0.737610; -0.730000; 10959.701759; 10921.630767; 2676000000; 2176000000
04.10.2019; -0.737043; -0.739510; -0.738403; -0.730000; 10960.374948; 10922.295207; 3248500000; 2661000000
03.10.2019; -0.735619; -0.737095; -0.736297; -0.730000; 10960.598915; 10922.516691; 2608000000; 2308000000
02.10.2019; -0.732149; -0.740550; -0.740550; -0.720000; 10960.821830; 10922.735146; 2556000000; 1956000000
01.10.2019; -0.736161; -0.737672; -0.735328; -0.730000; 10961.045972; 10922.956639; 2584000000; 1984000000
30.09.2019; -0.746272; -0.747575; -0.747966; -0.730000; 10961.273197; 10923.178137; 1661000000; 1661000000
27.09.2019; -0.736696; -0.738477; -0.737178; -0.730000; 10961.946165; 10923.842671; 2321000000; 1821000000
26.09.2019; -0.737985; -0.736582; -0.739092; -0.730000; 10962.170885; 10924.064187; 2663000000; 2363000000
25.09.2019; -0.736994; -0.735673; -0.736910; -0.730000; 10962.395308; 10924.285707; 3446000000; 2746000000
24.09.2019; -0.736325; -0.735815; -0.735416; -0.730000; 10962.619532; 10924.507232; 4034000000; 3334000000
23.09.2019; -0.737274; -0.734472; -0.735841; -0.730000; 10962.844049; 10924.728761; 3998416667; 3233000000
20.09.2019; -0.741618; -0.734163; -0.740717; -0.735000; 10963.521611; 10925.397942; 4004000000; 3304000000
19.09.2019; -0.737288; -0.739394; -0.737932; -0.720000; 10963.746151; 10925.616454; 6044250000; 4468000000
18.09.2019; -0.734803; -0.738483; -0.735618; -0.730000; 10963.969939; 10925.838006; 4870333333; 4177000000
17.09.2019; -0.731764; -0.734281; -0.732131; -0.730000; 10964.192806; 10926.059562; 3803000000; 3803000000
16.09.2019; -0.732444; -0.734291; -0.733368; -0.730000; 10964.415884; 10926.281123; 3868000000; 3868000000
13.09.2019; -0.738549; -0.742793; -0.740411; -0.730000; 10965.090739; 10926.945846; 2903000000; 2608000000
12.09.2019; -0.733291; -0.731281; -0.733652; -0.730000; 10965.314094; 10927.167425; 3035000000; 2935000000
11.09.2019; -0.730952; -0.731073; -0.732024; -0.690000; 10965.536741; 10927.376866; 3974750000; 3381000000
10.09.2019; -0.732953; -0.730926; -0.732260; -0.730000; 10965.760002; 10927.598453; 3502000000; 3202000000
09.09.2019; -0.730256; -0.731321; -0.731054; -0.730000; 10965.982446; 10927.820045; 3390000000; 2790000000
06.09.2019; -0.730802; -0.731283; -0.731023; -0.730000; 10966.650317; 10928.484861; 2573000000; 2173000000
05.09.2019; -0.731783; -0.732130; -0.731907; -0.730000; 10966.873244; 10928.706471; 2398000000; 2298000000
04.09.2019; -0.731119; -0.732648; -0.731731; -0.730000; 10967.095973; 10928.928085; 2949000000; 2254000000
03.09.2019; -0.733989; -0.738901; -0.735632; -0.730000; 10967.319581; 10929.149704; 4520000000; 3220000000
02.09.2019; -0.731834; -0.731213; -0.731688; -0.735000; 10967.542537; 10929.372845; 3404000000; 2514000000
30.08.2019; -0.747262; -0.753029; -0.748017; -0.730000; 10968.225549; 10930.037756; 2571000000; 1871000000
29.08.2019; -0.733332; -0.735299; -0.733948; -0.730000; 10968.448980; 10930.259397; 2502166666; 1873000000
28.08.2019; -0.734893; -0.735845; -0.734230; -0.730000; 10968.672891; 10930.481043; 1982000000; 1682000000
27.08.2019; -0.735212; -0.737335; -0.735022; -0.730000; 10968.896904; 10930.702693; 1865500000; 1378000000
26.08.2019; -0.736682; -0.737015; -0.738122; -0.730000; 10969.121369; 10930.924348; 2241416667; 1481000000
23.08.2019; -0.739591; -0.742227; -0.740848; -0.730000; 10969.797466; 10931.589353; 1875000000; 1275000000
22.08.2019; -0.739641; -0.740812; -0.740059; -0.730000; 10970.022852; 10931.811026; 2818333333; 1830000000
21.08.2019; -0.741722; -0.744020; -0.743158; -0.730000; 10970.248876; 10932.032703; 2786500000; 1609000000
20.08.2019; -0.750786; -0.740788; -0.741832; -0.782500; 10970.477667; 10932.270328; 2744000000; 1744000000
19.08.2019; -0.743756; -0.739313; -0.739554; -0.720000; 10970.704321; 10932.488978; 3328416667; 1848000000
16.08.2019; -0.745262; -0.743362; -0.746340; -0.730000; 10971.385701; 10933.154078; 4039666667; 2743000000
15.08.2019; -0.738790; -0.738406; -0.739598; -0.730000; 10971.610860; 10933.375783; 2967000000; 2077000000
14.08.2019; -0.738333; -0.740579; -0.738919; -0.730000; 10971.835884; 10933.597492; 4373000000; 2873000000
13.08.2019; -0.739544; -0.744573; -0.740401; -0.730000; 10972.061282; 10933.819206; 4128666667; 2572000000
12.08.2019; -0.749718; -0.742433; -0.749470; -0.730000; 10972.289785; 10934.040924; 3755750000; 2456000000
09.08.2019; -0.748270; -0.751033; -0.748302; -0.730000; 10972.974014; 10934.706119; 4587400000; 2901000000
08.08.2019; -0.743454; -0.737935; -0.743195; -0.750000; 10973.200627; 10934.933930; 4694966666; 2837000000
07.08.2019; -0.739801; -0.741047; -0.740905; -0.730000; 10973.426131; 10935.155671; 3573500000; 2386000000
06.08.2019; -0.742523; -0.744406; -0.743190; -0.730000; 10973.652470; 10935.377416; 3428250000; 2050000000
05.08.2019; -0.741705; -0.742271; -0.743195; -0.720000; 10973.878564; 10935.596128; 5530000000; 2539000000
02.08.2019; -0.749782; -0.748369; -0.751029; -0.730000; 10974.564275; 10936.261417; 3999666666; 2418000000
31.07.2019; -0.745119; -0.748157; -0.746840; -0.730000; 10975.018591; 10936.704961; 2505000000; 1605000000
30.07.2019; -0.743485; -0.741628; -0.745598; -0.740000; 10975.245256; 10936.929776; 2659250000; 1768000000
29.07.2019; -0.739061; -0.740028; -0.740656; -0.730000; 10975.470577; 10937.151557; 2253000000; 1378000000
26.07.2019; -0.736956; -0.737580; -0.737856; -0.730000; 10976.144655; 10937.816941; 2433000000; 1763000000
25.07.2019; -0.736864; -0.739772; -0.736955; -0.720000; 10976.369324; 10938.035702; 2469000000; 1711000000
24.07.2019; -0.737851; -0.737871; -0.738854; -0.730000; 10976.594299; 10938.257506; 3130000000; 2330000000
23.07.2019; -0.737296; -0.739714; -0.738759; -0.730000; 10976.819109; 10938.479314; 3971750000; 2488000000
22.07.2019; -0.737470; -0.739718; -0.738607; -0.730000; 10977.043977; 10938.701127; 4192500000; 3205000000
19.07.2019; -0.738781; -0.736124; -0.739272; -0.730000; 10977.719821; 10939.366605; 3980500000; 2608000000
18.07.2019; -0.736741; -0.736585; -0.735444; -0.730000; 10977.944485; 10939.588436; 4418666667; 2852000000
17.07.2019; -0.740761; -0.742238; -0.742355; -0.730000; 10978.170379; 10939.810271; 3539583333; 2312000000
16.07.2019; -0.737220; -0.738213; -0.737616; -0.730000; 10978.395198; 10940.032111; 3020500000; 2069000000
15.07.2019; -0.738612; -0.741096; -0.739108; -0.730000; 10978.620446; 10940.253955; 4147000000; 2857000000
12.07.2019; -0.738647; -0.739339; -0.739114; -0.730000; 10979.296265; 10940.919528; 3669000000; 2769000000
11.07.2019; -0.735743; -0.737481; -0.736814; -0.730000; 10979.520657; 10941.141390; 4119000000; 3319000000
10.07.2019; -0.735531; -0.737936; -0.736447; -0.730000; 10979.744989; 10941.363257; 4224833333; 3174000000
09.07.2019; -0.738223; -0.741360; -0.739308; -0.730000; 10979.970146; 10941.585128; 5031000000; 3147000000
08.07.2019; -0.741417; -0.734624; -0.743704; -0.730000; 10980.196282; 10941.807004; 3850000000; 2660000000
05.07.2019; -0.734868; -0.735574; -0.735339; -0.730000; 10980.868739; 10942.472671; 3443000000; 2453000000
04.07.2019; -0.735941; -0.735531; -0.736507; -0.735000; 10981.093223; 10942.696084; 3853666666; 3012000000
03.07.2019; -0.736154; -0.734904; -0.736775; -0.730000; 10981.317777; 10942.917982; 4448000000; 3148000000
02.07.2019; -0.734429; -0.736655; -0.735273; -0.730000; 10981.541809; 10943.139885; 5523000000; 4033000000
01.07.2019; -0.735430; -0.734143; -0.734482; -0.730000; 10981.766151; 10943.361792; 4841666667; 3575000000
28.06.2019; -0.740234; -0.742480; -0.740951; -0.730000; 10982.443616; 10944.027554; 4260000000; 3365000000
27.06.2019; -0.741744; -0.740134; -0.743057; -0.735000; 10982.669903; 10944.250999; 4272833333; 2892000000
26.06.2019; -0.737655; -0.738741; -0.738074; -0.730000; 10982.894947; 10944.472929; 5485400000; 3869000000
25.06.2019; -0.735569; -0.738816; -0.736589; -0.730000; 10983.119359; 10944.694863; 7877000000; 5831000000
24.06.2019; -0.739524; -0.742848; -0.741443; -0.730000; 10983.344983; 10944.916802; 5041666667; 3271000000
21.06.2019; -0.737211; -0.737553; -0.738143; -0.730000; 10984.019778; 10945.582658; 4425666667; 2754000000
20.06.2019; -0.736330; -0.739476; -0.736955; -0.730000; 10984.244445; 10945.804615; 4477500000; 3195000000
19.06.2019; -0.735509; -0.736082; -0.736124; -0.730000; 10984.468867; 10946.026576; 3665500000; 2378000000
18.06.2019; -0.735206; -0.734760; -0.735778; -0.730000; 10984.693201; 10946.248542; 4250166667; 3071000000
17.06.2019; -0.738725; -0.738223; -0.738860; -0.720000; 10984.918613; 10946.467471; 5926250000; 3065000000
14.06.2019; -0.735308; -0.735161; -0.734958; -0.730000; 10985.591762; 10947.133422; 4103000000; 3103000000
13.06.2019; -0.737152; -0.736767; -0.737543; -0.730000; 10985.816712; 10947.355410; 5615750000; 3353000000
12.06.2019; -0.737372; -0.736885; -0.736960; -0.730000; 10986.041734; 10947.577403; 4036000000; 2736000000
11.06.2019; -0.735264; -0.737272; -0.735195; -0.720000; 10986.266117; 10947.796359; 4781750000; 3188000000
07.06.2019; -0.725206; -0.737043; -0.725374; -0.720000; 10987.151445; 10948.672253; 2371250000; 2185000000
06.06.2019; -0.736802; -0.738390; -0.737721; -0.730000; 10987.376321; 10948.894272; 4096333334; 2831000000
05.06.2019; -0.735753; -0.735793; -0.736499; -0.730000; 10987.600881; 10949.116296; 3530000000; 2730000000
04.06.2019; -0.734128; -0.735461; -0.734791; -0.730000; 10987.824950; 10949.338324; 5678250000; 3797000000
03.06.2019; -0.734138; -0.735033; -0.735146; -0.730000; 10988.049026; 10949.560357; 5168000000; 3668000000
31.05.2019; -0.736873; -0.738738; -0.737056; -0.730000; 10988.723800; 10950.226496; 5194333333; 3411000000
29.05.2019; -0.740087; -0.741436; -0.741097; -0.730000; 10989.175630; 10950.670607; 4820000000; 3420000000
28.05.2019; -0.736557; -0.737313; -0.736987; -0.735000; 10989.400472; 10950.894188; 3747333334; 3254000000
27.05.2019; -0.731043; -0.730549; -0.732429; -0.720000; 10989.623636; 10951.113210; 2369500000; 2182000000
24.05.2019; -0.732812; -0.733391; -0.733334; -0.730000; 10990.294788; 10951.779443; 3744000000; 2644000000
23.05.2019; -0.735389; -0.735911; -0.735743; -0.730000; 10990.519297; 10952.001525; 4439000000; 3639000000
22.05.2019; -0.736194; -0.736062; -0.736221; -0.730000; 10990.744056; 10952.223612; 6096500000; 3325000000
21.05.2019; -0.733071; -0.733901; -0.733418; -0.730000; 10990.967866; 10952.445703; 4687000000; 3687000000
20.05.2019; -0.738135; -0.737752; -0.737015; -0.735000; 10991.193227; 10952.669320; 4704000000; 2929000000
17.05.2019; -0.740888; -0.742381; -0.740859; -0.730000; 10991.871872; 10953.335648; 4404333334; 2837000000
16.05.2019; -0.742531; -0.745650; -0.744029; -0.730000; 10992.098593; 10953.557762; 4314000000; 2714000000
15.05.2019; -0.744801; -0.740741; -0.742892; -0.780000; 10992.326012; 10953.795094; 3198000000; 1733000000
14.05.2019; -0.740209; -0.738240; -0.735570; -0.730000; 10992.552034; 10954.017217; 4742000000; 2701000000
13.05.2019; -0.738074; -0.735590; -0.735048; -0.730000; 10992.777409; 10954.239345; 6593000000; 3783000000
10.05.2019; -0.740030; -0.737645; -0.739998; -0.730000; 10993.455366; 10954.905768; 4497250000; 3121000000
09.05.2019; -0.735701; -0.734764; -0.735935; -0.730000; 10993.680034; 10955.127914; 5151000000; 3676000000
08.05.2019; -0.735332; -0.737937; -0.735534; -0.730000; 10993.904594; 10955.350064; 5541750000; 3758000000
07.05.2019; -0.735542; -0.734260; -0.734522; -0.730000; 10994.129223; 10955.572219; 5252916666; 3605000000
06.05.2019; -0.734302; -0.735535; -0.734023; -0.730000; 10994.353478; 10955.794378; 6717000000; 3917000000
03.05.2019; -0.730783; -0.731870; -0.730875; -0.730000; 10995.023059; 10956.460896; 5006000000; 3906000000
02.05.2019; -0.734640; -0.735336; -0.734994; -0.730000; 10995.247435; 10956.683073; 8310833332; 5997000000
30.04.2019; -0.731729; -0.734095; -0.731839; -0.730000; 10995.694428; 10957.127445; 5428000000; 4228000000
29.04.2019; -0.734356; -0.735222; -0.733223; -0.755000; 10995.918731; 10957.357245; 6106000000; 4406000000
26.04.2019; -0.734137; -0.736920; -0.734112; -0.730000; 10996.591481; 10958.023858; 5595500000; 4008000000
25.04.2019; -0.731310; -0.732710; -0.731454; -0.730000; 10996.814872; 10958.246067; 5322000000; 4322000000
24.04.2019; -0.735731; -0.732838; -0.732699; -0.755000; 10997.039618; 10958.475891; 9224666666; 6533000000
23.04.2019; -0.733425; -0.735502; -0.733625; -0.720000; 10997.263664; 10958.695065; 7304000000; 6304000000
18.04.2019; -0.735999; -0.734219; -0.735014; -0.730000; 10998.387942; 10959.806268; 6126000000; 3726000000
17.04.2019; -0.735363; -0.737055; -0.735669; -0.730000; 10998.612608; 10960.028513; 5527000000; 4327000000
16.04.2019; -0.734691; -0.735749; -0.735133; -0.730000; 10998.837073; 10960.250763; 4935666667; 3379000000
15.04.2019; -0.733035; -0.734271; -0.733404; -0.730000; 10999.061037; 10960.473017; 6166083332; 4303000000
12.04.2019; -0.735572; -0.738850; -0.736557; -0.755000; 10999.735295; 10961.162657; 5318333333; 3045000000
11.04.2019; -0.736909; -0.737692; -0.736279; -0.780000; 10999.960461; 10961.400154; 5249250000; 3593000000
10.04.2019; -0.736467; -0.736859; -0.736541; -0.730000; 11000.185496; 10961.622431; 6103000000; 3403000000
09.04.2019; -0.737907; -0.738524; -0.737751; -0.750000; 11000.410976; 10961.850803; 8498333333; 4615000000
08.04.2019; -0.735727; -0.736469; -0.736135; -0.730000; 11000.635794; 10962.073089; 6800916667; 4453000000
05.04.2019; -0.736001; -0.736271; -0.736555; -0.730000; 11001.310542; 10962.739989; 5885750000; 3497000000
04.04.2019; -0.740150; -0.742536; -0.741105; -0.730000; 11001.536731; 10962.962294; 6153000000; 2958000000
03.04.2019; -0.738421; -0.739362; -0.739441; -0.730000; 11001.762396; 10963.184603; 5967333333; 3284000000
02.04.2019; -0.737382; -0.740184; -0.737024; -0.730000; 11001.987748; 10963.406917; 4304500000; 2757000000
01.04.2019; -0.734832; -0.733695; -0.733473; -0.757500; 11002.212325; 10963.637610; 4462166667; 2388000000
29.03.2019; -0.737656; -0.737332; -0.736900; -0.770000; 11002.888687; 10964.341155; 3260000000; 2060000000
28.03.2019; -0.733012; -0.734058; -0.733454; -0.730000; 11003.112726; 10964.563492; 4322750000; 3029000000
27.03.2019; -0.734988; -0.737203; -0.735233; -0.730000; 11003.337374; 10964.785833; 4642000000; 3242000000
26.03.2019; -0.733824; -0.731605; -0.733959; -0.730000; 11003.561671; 10965.008179; 5588000000; 3143000000
25.03.2019; -0.732552; -0.733207; -0.733487; -0.730000; 11003.785583; 10965.230530; 3331666667; 2640000000
22.03.2019; -0.733860; -0.732545; -0.734224; -0.755000; 11004.458561; 10965.920469; 6139500000; 3952000000
21.03.2019; -0.733626; -0.730216; -0.733442; -0.730000; 11004.682820; 10966.142838; 6374000000; 4374000000
20.03.2019; -0.731404; -0.729769; -0.731706; -0.730000; 11004.906404; 10966.365212; 7734000000; 5544000000
19.03.2019; -0.733715; -0.735025; -0.734072; -0.730000; 11005.130699; 10966.587590; 7987000000; 5307000000
18.03.2019; -0.734146; -0.734683; -0.733799; -0.730000; 11005.355131; 10966.809973; 7394166667; 5315000000
15.03.2019; -0.733003; -0.733453; -0.733467; -0.730000; 11006.027419; 10967.477161; 6287000000; 4740000000
14.03.2019; -0.730737; -0.731049; -0.731009; -0.730000; 11006.250827; 10967.699562; 6549000000; 5749000000
13.03.2019; -0.729698; -0.730293; -0.730366; -0.730000; 11006.473922; 10967.921967; 6264000000; 5264000000
12.03.2019; -0.732268; -0.733184; -0.732325; -0.730000; 11006.697807; 10968.144377; 7028000000; 5836000000
11.03.2019; -0.733639; -0.734964; -0.734100; -0.730000; 11006.922116; 10968.366791; 7247500000; 5295000000
08.03.2019; -0.734443; -0.736835; -0.734368; -0.730000; 11007.595820; 10969.034074; 5472000000; 3772000000
07.03.2019; -0.733498; -0.735721; -0.732989; -0.735000; 11007.820104; 10969.258030; 4545000000; 3345000000
06.03.2019; -0.733227; -0.733624; -0.733241; -0.730000; 11008.044309; 10969.480467; 6525500000; 4233000000
05.03.2019; -0.735959; -0.739956; -0.736082; -0.730000; 11008.269354; 10969.702908; 5715666667; 3734000000
04.03.2019; -0.733255; -0.736346; -0.733491; -0.730000; 11008.493577; 10969.925354; 6472750000; 4702000000
01.03.2019; -0.735482; -0.738951; -0.735865; -0.730000; 11009.168331; 10970.592732; 8021000000; 5131000000
