startDate,endDate,value
2022-03-13,2022-04-08,-0.6982
2022-03-13,2022-04-09,-0.6986
2022-03-13,2022-04-10,-0.6989
2022-03-13,2022-04-11,-0.6992
2022-03-13,2022-04-12,-0.6995
2022-03-13,2022-04-13,-0.6997
2022-03-13,2022-04-14,-0.7000
2022-03-13,2022-04-15,-0.7003
2022-03-13,2022-04-16,-0.7005
2022-03-13,2022-04-17,-0.7008
2022-03-13,2022-04-18,-0.7010
2022-03-13,2022-04-19,-0.7012
2022-03-13,2022-04-20,-0.7014
2022-03-13,2022-04-21,-0.7016
2022-03-13,2022-04-22,-0.7018
2022-03-13,2022-04-23,-0.7019
2022-03-13,2022-04-24,-0.7021
2022-03-13,2022-04-25,-0.7022
2022-03-13,2022-04-26,-0.7023
2022-03-13,2022-04-27,-0.7024
2022-03-13,2022-04-28,-0.7025
2022-03-13,2022-04-29,-0.7026
2022-03-13,2022-04-30,-0.7026
2022-03-13,2022-05-01,-0.7026
2022-03-13,2022-05-02,-0.7025
2022-03-13,2022-05-03,-0.7025
2022-03-13,2022-05-04,-0.7025
2022-03-13,2022-05-05,-0.7026
2022-03-13,2022-05-06,-0.7026
2022-03-13,2022-05-07,-0.7027
2022-03-13,2022-05-08,-0.7028
2022-03-13,2022-05-09,-0.7028
2022-03-13,2022-05-10,-0.7029
2022-03-13,2022-05-11,-0.7030
2022-03-13,2022-05-12,-0.7031
2022-03-13,2022-05-13,-0.7032
2022-03-13,2022-05-14,-0.7033
2022-03-13,2022-05-15,-0.7034
2022-03-13,2022-05-16,-0.7034
2022-03-13,2022-05-17,-0.7035
2022-03-13,2022-05-18,-0.7036
2022-03-13,2022-05-19,-0.7037
2022-03-13,2022-05-20,-0.7038
2022-03-13,2022-05-21,-0.7039
2022-03-13,2022-05-22,-0.7039
2022-03-13,2022-05-23,-0.7040
2022-03-13,2022-05-24,-0.7040
2022-03-13,2022-05-25,-0.7041
2022-03-13,2022-05-26,-0.7042
2022-03-13,2022-05-27,-0.7042
2022-03-13,2022-05-28,-0.7043
2022-03-13,2022-05-29,-0.7043
2022-03-13,2022-05-30,-0.7044
2022-03-13,2022-05-31,-0.7044
2022-03-13,2022-06-01,-0.7043
2022-03-13,2022-06-02,-0.7043
2022-03-13,2022-06-03,-0.7043
2022-03-13,2022-06-04,-0.7044
2022-03-13,2022-06-05,-0.7044
2022-03-13,2022-06-06,-0.7045
2022-03-13,2022-06-07,-0.7045
2022-03-13,2022-06-08,-0.7045
2022-03-13,2022-06-09,-0.7045
2022-03-13,2022-06-10,-0.7046
2022-03-13,2022-06-11,-0.7046
2022-03-13,2022-06-12,-0.7046
2022-03-13,2022-06-13,-0.7046
2022-03-13,2022-06-14,-0.7047
2022-03-13,2022-06-15,-0.7046
2022-03-13,2022-06-16,-0.7045
2022-03-13,2022-06-17,-0.7024
2022-03-13,2022-06-18,-0.6973
2022-03-13,2022-06-19,-0.6923
2022-03-13,2022-06-20,-0.6875
2022-03-13,2022-06-21,-0.6827
2022-03-13,2022-06-22,-0.6780
2022-03-13,2022-06-23,-0.6732
2022-03-13,2022-06-24,-0.6686
2022-03-13,2022-06-25,-0.6641
2022-03-13,2022-06-26,-0.6597
2022-03-13,2022-06-27,-0.6554
2022-03-13,2022-06-28,-0.6511
2022-03-13,2022-06-29,-0.6469
2022-03-13,2022-06-30,-0.6428
2022-03-13,2022-07-01,-0.6388
2022-03-13,2022-07-02,-0.6348
2022-03-13,2022-07-03,-0.6310
2022-03-13,2022-07-04,-0.6272
2022-03-13,2022-07-05,-0.6235
2022-03-13,2022-07-06,-0.6199
2022-03-13,2022-07-07,-0.6164
2022-03-13,2022-07-08,-0.6129
2022-03-13,2022-07-09,-0.6095
2022-03-13,2022-07-10,-0.6062
2022-03-13,2022-07-11,-0.6029
2022-03-13,2022-07-12,-0.5997
2022-03-13,2022-07-13,-0.5965
2022-03-13,2022-07-14,-0.5933
2022-03-13,2022-07-15,-0.5902
2022-03-13,2022-07-16,-0.5872
2022-03-13,2022-07-17,-0.5842
2022-03-13,2022-07-18,-0.5812
2022-03-13,2022-07-19,-0.5783
2022-03-13,2022-07-20,-0.5755
2022-03-13,2022-07-21,-0.5727
2022-03-13,2022-07-22,-0.5699
2022-03-13,2022-07-23,-0.5671
2022-03-14,2022-03-15,-0.6991
2022-03-14,2022-03-16,-0.6983
2022-03-14,2022-03-17,-0.6951
2022-03-14,2022-03-18,-0.6917
2022-03-14,2022-03-19,-0.6908
2022-03-14,2022-03-20,-0.6902
2022-03-14,2022-03-21,-0.6898
2022-03-14,2022-03-22,-0.6901
2022-03-14,2022-03-23,-0.6902
2022-03-14,2022-03-24,-0.6904
2022-03-14,2022-03-25,-0.6911
2022-03-14,2022-03-26,-0.6919
2022-03-14,2022-03-27,-0.6926
2022-03-14,2022-03-28,-0.6931
2022-03-14,2022-03-29,-0.6935
2022-03-14,2022-03-30,-0.6939
2022-03-14,2022-03-31,-0.6944
2022-03-14,2022-04-01,-0.6948
2022-03-14,2022-04-02,-0.6952
2022-03-14,2022-04-03,-0.6956
2022-03-14,2022-04-04,-0.6960
2022-03-14,2022-04-05,-0.6964
2022-03-14,2022-04-06,-0.6970
2022-03-14,2022-04-07,-0.6974
2022-03-14,2022-04-08,-0.6978
2022-03-14,2022-04-09,-0.6982
2022-03-14,2022-04-10,-0.6985
2022-03-14,2022-04-11,-0.6989
2022-03-14,2022-04-12,-0.6992
2022-03-14,2022-04-13,-0.6995
2022-03-14,2022-04-14,-0.6997
2022-03-14,2022-04-15,-0.7000
2022-03-14,2022-04-16,-0.7003
2022-03-14,2022-04-17,-0.7005
2022-03-14,2022-04-18,-0.7008
2022-03-14,2022-04-19,-0.7010
2022-03-14,2022-04-20,-0.7012
2022-03-14,2022-04-21,-0.7014
2022-03-14,2022-04-22,-0.7016
2022-03-14,2022-04-23,-0.7018
2022-03-14,2022-04-24,-0.7019
2022-03-14,2022-04-25,-0.7021
2022-03-14,2022-04-26,-0.7022
2022-03-14,2022-04-27,-0.7023
2022-03-14,2022-04-28,-0.7024
2022-03-14,2022-04-29,-0.7025
2022-03-14,2022-04-30,-0.7025
2022-03-14,2022-05-01,-0.7025
2022-03-14,2022-05-02,-0.7024
2022-03-14,2022-05-03,-0.7024
2022-03-14,2022-05-04,-0.7024
2022-03-14,2022-05-05,-0.7025
2022-03-14,2022-05-06,-0.7025
2022-03-14,2022-05-07,-0.7026
2022-03-14,2022-05-08,-0.7027
2022-03-14,2022-05-09,-0.7028
2022-03-14,2022-05-10,-0.7028
2022-03-14,2022-05-11,-0.7029
2022-03-14,2022-05-12,-0.7030
2022-03-14,2022-05-13,-0.7031
2022-03-14,2022-05-14,-0.7032
2022-03-14,2022-05-15,-0.7033
2022-03-14,2022-05-16,-0.7034
2022-03-14,2022-05-17,-0.7035
2022-03-14,2022-05-18,-0.7035
2022-03-14,2022-05-19,-0.7036
2022-03-14,2022-05-20,-0.7037
2022-03-14,2022-05-21,-0.7038
2022-03-14,2022-05-22,-0.7039
2022-03-14,2022-05-23,-0.7039
2022-03-14,2022-05-24,-0.7040
2022-03-14,2022-05-25,-0.7041
2022-03-14,2022-05-26,-0.7041
2022-03-14,2022-05-27,-0.7042
2022-03-14,2022-05-28,-0.7042
2022-03-14,2022-05-29,-0.7043
2022-03-14,2022-05-30,-0.7043
2022-03-14,2022-05-31,-0.7044
2022-03-14,2022-06-01,-0.7042
2022-03-14,2022-06-02,-0.7043
2022-03-14,2022-06-03,-0.7043
2022-03-14,2022-06-04,-0.7043
2022-03-14,2022-06-05,-0.7044
2022-03-14,2022-06-06,-0.7044
2022-03-14,2022-06-07,-0.7045
2022-03-14,2022-06-08,-0.7045
2022-03-14,2022-06-09,-0.7045
2022-03-14,2022-06-10,-0.7045
2022-03-14,2022-06-11,-0.7046
2022-03-14,2022-06-12,-0.7046
2022-03-14,2022-06-13,-0.7046
2022-03-14,2022-06-14,-0.7046
2022-03-14,2022-06-15,-0.7046
2022-03-14,2022-06-16,-0.7045
2022-03-14,2022-06-17,-0.7023
2022-03-14,2022-06-18,-0.6972
2022-03-14,2022-06-19,-0.6922
2022-03-14,2022-06-20,-0.6873
2022-03-14,2022-06-21,-0.6824
2022-03-14,2022-06-22,-0.6777
2022-03-14,2022-06-23,-0.6729
2022-03-14,2022-06-24,-0.6682
2022-03-14,2022-06-25,-0.6637
2022-03-14,2022-06-26,-0.6593
2022-03-14,2022-06-27,-0.6549
2022-03-14,2022-06-28,-0.6506
2022-03-14,2022-06-29,-0.6464
2022-03-14,2022-06-30,-0.6422
2022-03-14,2022-07-01,-0.6381
2022-03-14,2022-07-02,-0.6342
2022-03-14,2022-07-03,-0.6303
2022-03-14,2022-07-04,-0.6265
2022-03-14,2022-07-05,-0.6228
2022-03-14,2022-07-06,-0.6192
2022-03-14,2022-07-07,-0.6156
2022-03-14,2022-07-08,-0.6121
2022-03-14,2022-07-09,-0.6087
2022-03-14,2022-07-10,-0.6053
2022-03-14,2022-07-11,-0.6020
2022-03-14,2022-07-12,-0.5988
2022-03-14,2022-07-13,-0.5955
2022-03-14,2022-07-14,-0.5924
2022-03-14,2022-07-15,-0.5893
2022-03-14,2022-07-16,-0.5862
2022-03-14,2022-07-17,-0.5832
2022-03-14,2022-07-18,-0.5802
2022-03-14,2022-07-19,-0.5773
2022-03-14,2022-07-20,-0.5745
2022-03-14,2022-07-21,-0.5717
2022-03-14,2022-07-22,-0.5689
2022-03-14,2022-07-23,-0.5661
2022-03-15,2022-03-16,-0.6975
2022-03-15,2022-03-17,-0.6932
2022-03-15,2022-03-18,-0.6892
2022-03-15,2022-03-19,-0.6888
2022-03-15,2022-03-20,-0.6885
2022-03-15,2022-03-21,-0.6883
2022-03-15,2022-03-22,-0.6888
2022-03-15,2022-03-23,-0.6891
2022-03-15,2022-03-24,-0.6895
2022-03-15,2022-03-25,-0.6903
2022-03-15,2022-03-26,-0.6913
2022-03-15,2022-03-27,-0.6920
2022-03-15,2022-03-28,-0.6927
2022-03-15,2022-03-29,-0.6932
2022-03-15,2022-03-30,-0.6936
2022-03-15,2022-03-31,-0.6941
2022-03-15,2022-04-01,-0.6946
2022-03-15,2022-04-02,-0.6950
2022-03-15,2022-04-03,-0.6955
2022-03-15,2022-04-04,-0.6958
2022-03-15,2022-04-05,-0.6963
2022-03-15,2022-04-06,-0.6969
2022-03-15,2022-04-07,-0.6973
2022-03-15,2022-04-08,-0.6978
2022-03-15,2022-04-09,-0.6982
2022-03-15,2022-04-10,-0.6985
2022-03-15,2022-04-11,-0.6989
2022-03-15,2022-04-12,-0.6992
2022-03-15,2022-04-13,-0.6995
2022-03-15,2022-04-14,-0.6998
2022-03-15,2022-04-15,-0.7001
2022-03-15,2022-04-16,-0.7003
2022-03-15,2022-04-17,-0.7006
2022-03-15,2022-04-18,-0.7009
2022-03-15,2022-04-19,-0.7011
2022-03-15,2022-04-20,-0.7013
2022-03-15,2022-04-21,-0.7015
2022-03-15,2022-04-22,-0.7017
2022-03-15,2022-04-23,-0.7019
2022-03-15,2022-04-24,-0.7020
2022-03-15,2022-04-25,-0.7022
2022-03-15,2022-04-26,-0.7023
2022-03-15,2022-04-27,-0.7024
2022-03-15,2022-04-28,-0.7025
2022-03-15,2022-04-29,-0.7026
2022-03-15,2022-04-30,-0.7026
2022-03-15,2022-05-01,-0.7025
2022-03-15,2022-05-02,-0.7025
2022-03-15,2022-05-03,-0.7025
2022-03-15,2022-05-04,-0.7025
2022-03-15,2022-05-05,-0.7026
2022-03-15,2022-05-06,-0.7026
2022-03-15,2022-05-07,-0.7027
2022-03-15,2022-05-08,-0.7028
2022-03-15,2022-05-09,-0.7028
2022-03-15,2022-05-10,-0.7029
2022-03-15,2022-05-11,-0.7030
2022-03-15,2022-05-12,-0.7031
2022-03-15,2022-05-13,-0.7032
2022-03-15,2022-05-14,-0.7033
2022-03-15,2022-05-15,-0.7034
2022-03-15,2022-05-16,-0.7035
2022-03-15,2022-05-17,-0.7035
2022-03-15,2022-05-18,-0.7036
2022-03-15,2022-05-19,-0.7037
2022-03-15,2022-05-20,-0.7038
2022-03-15,2022-05-21,-0.7039
2022-03-15,2022-05-22,-0.7040
2022-03-15,2022-05-23,-0.7040
2022-03-15,2022-05-24,-0.7041
2022-03-15,2022-05-25,-0.7041
2022-03-15,2022-05-26,-0.7042
2022-03-15,2022-05-27,-0.7043
2022-03-15,2022-05-28,-0.7043
2022-03-15,2022-05-29,-0.7044
2022-03-15,2022-05-30,-0.7044
2022-03-15,2022-05-31,-0.7045
2022-03-15,2022-06-01,-0.7043
2022-03-15,2022-06-02,-0.7043
2022-03-15,2022-06-03,-0.7044
2022-03-15,2022-06-04,-0.7044
2022-03-15,2022-06-05,-0.7045
2022-03-15,2022-06-06,-0.7045
2022-03-15,2022-06-07,-0.7045
2022-03-15,2022-06-08,-0.7046
2022-03-15,2022-06-09,-0.7046
2022-03-15,2022-06-10,-0.7046
2022-03-15,2022-06-11,-0.7046
2022-03-15,2022-06-12,-0.7047
2022-03-15,2022-06-13,-0.7047
2022-03-15,2022-06-14,-0.7047
2022-03-15,2022-06-15,-0.7047
2022-03-15,2022-06-16,-0.7046
2022-03-15,2022-06-17,-0.7024
2022-03-15,2022-06-18,-0.6972
2022-03-15,2022-06-19,-0.6921
2022-03-15,2022-06-20,-0.6872
2022-03-15,2022-06-21,-0.6823
2022-03-15,2022-06-22,-0.6775
2022-03-15,2022-06-23,-0.6727
2022-03-15,2022-06-24,-0.6680
2022-03-15,2022-06-25,-0.6634
2022-03-15,2022-06-26,-0.6589
2022-03-15,2022-06-27,-0.6545
2022-03-15,2022-06-28,-0.6502
2022-03-15,2022-06-29,-0.6459
2022-03-15,2022-06-30,-0.6417
2022-03-15,2022-07-01,-0.6376
2022-03-15,2022-07-02,-0.6336
2022-03-15,2022-07-03,-0.6297
2022-03-15,2022-07-04,-0.6259
2022-03-15,2022-07-05,-0.6221
2022-03-15,2022-07-06,-0.6185
2022-03-15,2022-07-07,-0.6149
2022-03-15,2022-07-08,-0.6114
2022-03-15,2022-07-09,-0.6079
2022-03-15,2022-07-10,-0.6046
2022-03-15,2022-07-11,-0.6012
2022-03-15,2022-07-12,-0.5979
2022-03-15,2022-07-13,-0.5947
2022-03-15,2022-07-14,-0.5915
2022-03-15,2022-07-15,-0.5884
2022-03-15,2022-07-16,-0.5853
2022-03-15,2022-07-17,-0.5823
2022-03-15,2022-07-18,-0.5793
2022-03-15,2022-07-19,-0.5764
2022-03-15,2022-07-20,-0.5735
2022-03-15,2022-07-21,-0.5707
2022-03-15,2022-07-22,-0.5679
2022-03-15,2022-07-23,-0.5651
2022-03-16,2022-03-17,-0.6889
2022-03-16,2022-03-18,-0.6851
2022-03-16,2022-03-19,-0.6859
2022-03-16,2022-03-20,-0.6862
2022-03-16,2022-03-21,-0.6865
2022-03-16,2022-03-22,-0.6873
2022-03-16,2022-03-23,-0.6880
2022-03-16,2022-03-24,-0.6885
2022-03-16,2022-03-25,-0.6896
2022-03-16,2022-03-26,-0.6906
2022-03-16,2022-03-27,-0.6915
2022-03-16,2022-03-28,-0.6923
2022-03-16,2022-03-29,-0.6928
2022-03-16,2022-03-30,-0.6934
2022-03-16,2022-03-31,-0.6939
2022-03-16,2022-04-01,-0.6944
2022-03-16,2022-04-02,-0.6949
2022-03-16,2022-04-03,-0.6954
2022-03-16,2022-04-04,-0.6958
2022-03-16,2022-04-05,-0.6963
2022-03-16,2022-04-06,-0.6969
2022-03-16,2022-04-07,-0.6973
2022-03-16,2022-04-08,-0.6978
2022-03-16,2022-04-09,-0.6982
2022-03-16,2022-04-10,-0.6986
2022-03-16,2022-04-11,-0.6990
2022-03-16,2022-04-12,-0.6993
2022-03-16,2022-04-13,-0.6996
2022-03-16,2022-04-14,-0.6999
2022-03-16,2022-04-15,-0.7002
2022-03-16,2022-04-16,-0.7004
2022-03-16,2022-04-17,-0.7007
2022-03-16,2022-04-18,-0.7010
2022-03-16,2022-04-19,-0.7012
2022-03-16,2022-04-20,-0.7014
2022-03-16,2022-04-21,-0.7016
2022-03-16,2022-04-22,-0.7018
2022-03-16,2022-04-23,-0.7020
2022-03-16,2022-04-24,-0.7022
2022-03-16,2022-04-25,-0.7023
2022-03-16,2022-04-26,-0.7024
2022-03-16,2022-04-27,-0.7025
2022-03-16,2022-04-28,-0.7027
2022-03-16,2022-04-29,-0.7027
2022-03-16,2022-04-30,-0.7027
2022-03-16,2022-05-01,-0.7027
2022-03-16,2022-05-02,-0.7026
2022-03-16,2022-05-03,-0.7026
2022-03-16,2022-05-04,-0.7026
2022-03-16,2022-05-05,-0.7027
2022-03-16,2022-05-06,-0.7027
2022-03-16,2022-05-07,-0.7028
2022-03-16,2022-05-08,-0.7029
2022-03-16,2022-05-09,-0.7029
2022-03-16,2022-05-10,-0.7030
2022-03-16,2022-05-11,-0.7031
2022-03-16,2022-05-12,-0.7032
2022-03-16,2022-05-13,-0.7033
2022-03-16,2022-05-14,-0.7034
2022-03-16,2022-05-15,-0.7035
2022-03-16,2022-05-16,-0.7036
2022-03-16,2022-05-17,-0.7037
2022-03-16,2022-05-18,-0.7037
2022-03-16,2022-05-19,-0.7038
2022-03-16,2022-05-20,-0.7039
2022-03-16,2022-05-21,-0.7040
2022-03-16,2022-05-22,-0.7041
2022-03-16,2022-05-23,-0.7041
2022-03-16,2022-05-24,-0.7042
2022-03-16,2022-05-25,-0.7042
2022-03-16,2022-05-26,-0.7043
2022-03-16,2022-05-27,-0.7044
2022-03-16,2022-05-28,-0.7044
2022-03-16,2022-05-29,-0.7045
2022-03-16,2022-05-30,-0.7045
2022-03-16,2022-05-31,-0.7046
2022-03-16,2022-06-01,-0.7044
2022-03-16,2022-06-02,-0.7044
2022-03-16,2022-06-03,-0.7045
2022-03-16,2022-06-04,-0.7045
2022-03-16,2022-06-05,-0.7046
2022-03-16,2022-06-06,-0.7046
2022-03-16,2022-06-07,-0.7046
2022-03-16,2022-06-08,-0.7047
2022-03-16,2022-06-09,-0.7047
2022-03-16,2022-06-10,-0.7047
2022-03-16,2022-06-11,-0.7047
2022-03-16,2022-06-12,-0.7048
2022-03-16,2022-06-13,-0.7048
2022-03-16,2022-06-14,-0.7048
2022-03-16,2022-06-15,-0.7048
2022-03-16,2022-06-16,-0.7047
2022-03-16,2022-06-17,-0.7025
2022-03-16,2022-06-18,-0.6972
2022-03-16,2022-06-19,-0.6921
2022-03-16,2022-06-20,-0.6871
2022-03-16,2022-06-21,-0.6821
2022-03-16,2022-06-22,-0.6773
2022-03-16,2022-06-23,-0.6724
2022-03-16,2022-06-24,-0.6677
2022-03-16,2022-06-25,-0.6631
2022-03-16,2022-06-26,-0.6585
2022-03-16,2022-06-27,-0.6541
2022-03-16,2022-06-28,-0.6497
2022-03-16,2022-06-29,-0.6454
2022-03-16,2022-06-30,-0.6412
2022-03-16,2022-07-01,-0.6370
2022-03-16,2022-07-02,-0.6330
2022-03-16,2022-07-03,-0.6291
2022-03-16,2022-07-04,-0.6252
2022-03-16,2022-07-05,-0.6215
2022-03-16,2022-07-06,-0.6178
2022-03-16,2022-07-07,-0.6142
2022-03-16,2022-07-08,-0.6106
2022-03-16,2022-07-09,-0.6072
2022-03-16,2022-07-10,-0.6038
2022-03-16,2022-07-11,-0.6004
2022-03-16,2022-07-12,-0.5971
2022-03-16,2022-07-13,-0.5938
2022-03-16,2022-07-14,-0.5906
2022-03-16,2022-07-15,-0.5875
2022-03-16,2022-07-16,-0.5844
2022-03-16,2022-07-17,-0.5813
2022-03-16,2022-07-18,-0.5783
2022-03-16,2022-07-19,-0.5754
2022-03-16,2022-07-20,-0.5725
2022-03-16,2022-07-21,-0.5697
2022-03-16,2022-07-22,-0.5669
2022-03-16,2022-07-23,-0.5641
2022-03-17,2022-03-18,-0.6813
2022-03-17,2022-03-19,-0.6844
2022-03-17,2022-03-20,-0.6854
2022-03-17,2022-03-21,-0.6859
2022-03-17,2022-03-22,-0.6870
2022-03-17,2022-03-23,-0.6878
2022-03-17,2022-03-24,-0.6884
2022-03-17,2022-03-25,-0.6897
2022-03-17,2022-03-26,-0.6909
2022-03-17,2022-03-27,-0.6918
2022-03-17,2022-03-28,-0.6926
2022-03-17,2022-03-29,-0.6932
2022-03-17,2022-03-30,-0.6937
2022-03-17,2022-03-31,-0.6943
2022-03-17,2022-04-01,-0.6948
2022-03-17,2022-04-02,-0.6953
2022-03-17,2022-04-03,-0.6957
2022-03-17,2022-04-04,-0.6962
2022-03-17,2022-04-05,-0.6967
2022-03-17,2022-04-06,-0.6973
2022-03-17,2022-04-07,-0.6977
2022-03-17,2022-04-08,-0.6982
2022-03-17,2022-04-09,-0.6986
2022-03-17,2022-04-10,-0.6990
2022-03-17,2022-04-11,-0.6994
2022-03-17,2022-04-12,-0.6997
2022-03-17,2022-04-13,-0.7000
2022-03-17,2022-04-14,-0.7003
2022-03-17,2022-04-15,-0.7006
2022-03-17,2022-04-16,-0.7008
2022-03-17,2022-04-17,-0.7011
2022-03-17,2022-04-18,-0.7014
2022-03-17,2022-04-19,-0.7016
2022-03-17,2022-04-20,-0.7018
2022-03-17,2022-04-21,-0.7020
2022-03-17,2022-04-22,-0.7022
2022-03-17,2022-04-23,-0.7024
2022-03-17,2022-04-24,-0.7025
2022-03-17,2022-04-25,-0.7027
2022-03-17,2022-04-26,-0.7028
2022-03-17,2022-04-27,-0.7029
2022-03-17,2022-04-28,-0.7030
2022-03-17,2022-04-29,-0.7031
2022-03-17,2022-04-30,-0.7030
2022-03-17,2022-05-01,-0.7030
2022-03-17,2022-05-02,-0.7029
2022-03-17,2022-05-03,-0.7029
2022-03-17,2022-05-04,-0.7029
2022-03-17,2022-05-05,-0.7030
2022-03-17,2022-05-06,-0.7030
2022-03-17,2022-05-07,-0.7031
2022-03-17,2022-05-08,-0.7032
2022-03-17,2022-05-09,-0.7032
2022-03-17,2022-05-10,-0.7033
2022-03-17,2022-05-11,-0.7034
2022-03-17,2022-05-12,-0.7035
2022-03-17,2022-05-13,-0.7036
2022-03-17,2022-05-14,-0.7037
2022-03-17,2022-05-15,-0.7038
2022-03-17,2022-05-16,-0.7038
2022-03-17,2022-05-17,-0.7039
2022-03-17,2022-05-18,-0.7040
2022-03-17,2022-05-19,-0.7041
2022-03-17,2022-05-20,-0.7042
2022-03-17,2022-05-21,-0.7042
2022-03-17,2022-05-22,-0.7043
2022-03-17,2022-05-23,-0.7044
2022-03-17,2022-05-24,-0.7044
2022-03-17,2022-05-25,-0.7045
2022-03-17,2022-05-26,-0.7045
2022-03-17,2022-05-27,-0.7046
2022-03-17,2022-05-28,-0.7046
2022-03-17,2022-05-29,-0.7047
2022-03-17,2022-05-30,-0.7047
2022-03-17,2022-05-31,-0.7048
2022-03-17,2022-06-01,-0.7046
2022-03-17,2022-06-02,-0.7047
2022-03-17,2022-06-03,-0.7047
2022-03-17,2022-06-04,-0.7047
2022-03-17,2022-06-05,-0.7048
2022-03-17,2022-06-06,-0.7048
2022-03-17,2022-06-07,-0.7048
2022-03-17,2022-06-08,-0.7049
2022-03-17,2022-06-09,-0.7049
2022-03-17,2022-06-10,-0.7049
2022-03-17,2022-06-11,-0.7049
2022-03-17,2022-06-12,-0.7050
2022-03-17,2022-06-13,-0.7050
2022-03-17,2022-06-14,-0.7050
2022-03-17,2022-06-15,-0.7050
2022-03-17,2022-06-16,-0.7049
2022-03-17,2022-06-17,-0.7026
2022-03-17,2022-06-18,-0.6973
2022-03-17,2022-06-19,-0.6921
2022-03-17,2022-06-20,-0.6871
2022-03-17,2022-06-21,-0.6821
2022-03-17,2022-06-22,-0.6772
2022-03-17,2022-06-23,-0.6723
2022-03-17,2022-06-24,-0.6675
2022-03-17,2022-06-25,-0.6628
2022-03-17,2022-06-26,-0.6582
2022-03-17,2022-06-27,-0.6537
2022-03-17,2022-06-28,-0.6494
2022-03-17,2022-06-29,-0.6450
2022-03-17,2022-06-30,-0.6408
2022-03-17,2022-07-01,-0.6365
2022-03-17,2022-07-02,-0.6325
2022-03-17,2022-07-03,-0.6286
2022-03-17,2022-07-04,-0.6247
2022-03-17,2022-07-05,-0.6209
2022-03-17,2022-07-06,-0.6171
2022-03-17,2022-07-07,-0.6135
2022-03-17,2022-07-08,-0.6100
2022-03-17,2022-07-09,-0.6065
2022-03-17,2022-07-10,-0.6030
2022-03-17,2022-07-11,-0.5997
2022-03-17,2022-07-12,-0.5963
2022-03-17,2022-07-13,-0.5930
2022-03-17,2022-07-14,-0.5898
2022-03-17,2022-07-15,-0.5867
2022-03-17,2022-07-16,-0.5835
2022-03-17,2022-07-17,-0.5805
2022-03-17,2022-07-18,-0.5775
2022-03-17,2022-07-19,-0.5745
2022-03-17,2022-07-20,-0.5716
2022-03-17,2022-07-21,-0.5688
2022-03-17,2022-07-22,-0.5659
2022-03-17,2022-07-23,-0.5631
2022-03-18,2022-03-19,-0.6874
2022-03-18,2022-03-20,-0.6874
2022-03-18,2022-03-21,-0.6874
2022-03-18,2022-03-22,-0.6885
2022-03-18,2022-03-23,-0.6891
2022-03-18,2022-03-24,-0.6896
2022-03-18,2022-03-25,-0.6909
2022-03-18,2022-03-26,-0.6921
2022-03-18,2022-03-27,-0.6930
2022-03-18,2022-03-28,-0.6938
2022-03-18,2022-03-29,-0.6943
2022-03-18,2022-03-30,-0.6948
2022-03-18,2022-03-31,-0.6953
2022-03-18,2022-04-01,-0.6957
2022-03-18,2022-04-02,-0.6962
2022-03-18,2022-04-03,-0.6967
2022-03-18,2022-04-04,-0.6970
2022-03-18,2022-04-05,-0.6976
2022-03-18,2022-04-06,-0.6981
2022-03-18,2022-04-07,-0.6986
2022-03-18,2022-04-08,-0.6990
2022-03-18,2022-04-09,-0.6994
2022-03-18,2022-04-10,-0.6998
2022-03-18,2022-04-11,-0.7001
2022-03-18,2022-04-12,-0.7004
2022-03-18,2022-04-13,-0.7007
2022-03-18,2022-04-14,-0.7010
2022-03-18,2022-04-15,-0.7013
2022-03-18,2022-04-16,-0.7015
2022-03-18,2022-04-17,-0.7018
2022-03-18,2022-04-18,-0.7020
2022-03-18,2022-04-19,-0.7022
2022-03-18,2022-04-20,-0.7024
2022-03-18,2022-04-21,-0.7026
2022-03-18,2022-04-22,-0.7028
2022-03-18,2022-04-23,-0.7030
2022-03-18,2022-04-24,-0.7031
2022-03-18,2022-04-25,-0.7032
2022-03-18,2022-04-26,-0.7033
2022-03-18,2022-04-27,-0.7034
2022-03-18,2022-04-28,-0.7035
2022-03-18,2022-04-29,-0.7036
2022-03-18,2022-04-30,-0.7035
2022-03-18,2022-05-01,-0.7035
2022-03-18,2022-05-02,-0.7034
2022-03-18,2022-05-03,-0.7034
2022-03-18,2022-05-04,-0.7034
2022-03-18,2022-05-05,-0.7035
2022-03-18,2022-05-06,-0.7035
2022-03-18,2022-05-07,-0.7035
2022-03-18,2022-05-08,-0.7036
2022-03-18,2022-05-09,-0.7037
2022-03-18,2022-05-10,-0.7037
2022-03-18,2022-05-11,-0.7038
2022-03-18,2022-05-12,-0.7039
2022-03-18,2022-05-13,-0.7040
2022-03-18,2022-05-14,-0.7041
2022-03-18,2022-05-15,-0.7042
2022-03-18,2022-05-16,-0.7042
2022-03-18,2022-05-17,-0.7043
2022-03-18,2022-05-18,-0.7044
2022-03-18,2022-05-19,-0.7045
2022-03-18,2022-05-20,-0.7045
2022-03-18,2022-05-21,-0.7046
2022-03-18,2022-05-22,-0.7047
2022-03-18,2022-05-23,-0.7047
2022-03-18,2022-05-24,-0.7048
2022-03-18,2022-05-25,-0.7048
2022-03-18,2022-05-26,-0.7049
2022-03-18,2022-05-27,-0.7049
2022-03-18,2022-05-28,-0.7050
2022-03-18,2022-05-29,-0.7050
2022-03-18,2022-05-30,-0.7051
2022-03-18,2022-05-31,-0.7051
