startDate,endDate,value
2022-01-21,2022-01-29,-0.7126
2022-01-21,2022-01-30,-0.7125
2022-01-21,2022-01-31,-0.7125
2022-01-21,2022-02-01,-0.7111
2022-01-21,2022-02-02,-0.7110
2022-01-21,2022-02-03,-0.7110
2022-01-21,2022-02-04,-0.7111
2022-01-21,2022-02-05,-0.7112
2022-01-21,2022-02-06,-0.7113
2022-01-21,2022-02-07,-0.7114
2022-01-21,2022-02-08,-0.7115
2022-01-21,2022-02-09,-0.7117
2022-01-21,2022-02-10,-0.7119
2022-01-21,2022-02-11,-0.7120
2022-01-21,2022-02-12,-0.7122
2022-01-21,2022-02-13,-0.7124
2022-01-21,2022-02-14,-0.7125
2022-01-21,2022-02-15,-0.7125
2022-01-21,2022-02-16,-0.7127
2022-01-21,2022-02-17,-0.7128
2022-01-21,2022-02-18,-0.7129
2022-01-21,2022-02-19,-0.7130
2022-01-21,2022-02-20,-0.7131
2022-01-21,2022-02-21,-0.7132
2022-01-21,2022-02-22,-0.7133
2022-01-21,2022-02-23,-0.7134
2022-01-21,2022-02-24,-0.7135
2022-01-21,2022-02-25,-0.7136
2022-01-21,2022-02-26,-0.7137
2022-01-21,2022-02-27,-0.7137
2022-01-21,2022-02-28,-0.7138
2022-01-21,2022-03-01,-0.7134
2022-01-21,2022-03-02,-0.7133
2022-01-21,2022-03-03,-0.7134
2022-01-21,2022-03-04,-0.7134
2022-01-21,2022-03-05,-0.7135
2022-01-21,2022-03-06,-0.7135
2022-01-21,2022-03-07,-0.7136
2022-01-21,2022-03-08,-0.7136
2022-01-21,2022-03-09,-0.7136
2022-01-21,2022-03-10,-0.7136
2022-01-21,2022-03-11,-0.7134
2022-01-21,2022-03-12,-0.7133
2022-01-21,2022-03-13,-0.7132
2022-01-21,2022-03-14,-0.7131
2022-01-21,2022-03-15,-0.7128
2022-01-21,2022-03-16,-0.7125
2022-01-21,2022-03-17,-0.7121
2022-01-21,2022-03-18,-0.7115
2022-01-21,2022-03-19,-0.7111
2022-01-21,2022-03-20,-0.7106
2022-01-21,2022-03-21,-0.7102
2022-01-21,2022-03-22,-0.7099
2022-01-21,2022-03-23,-0.7096
2022-01-21,2022-03-24,-0.7093
2022-01-21,2022-03-25,-0.7091
2022-01-21,2022-03-26,-0.7090
2022-01-21,2022-03-27,-0.7088
2022-01-21,2022-03-28,-0.7087
2022-01-21,2022-03-29,-0.7085
2022-01-21,2022-03-30,-0.7084
2022-01-21,2022-03-31,-0.7083
2022-01-21,2022-04-01,-0.7082
2022-01-21,2022-04-02,-0.7081
2022-01-21,2022-04-03,-0.7080
2022-01-21,2022-04-04,-0.7080
2022-01-21,2022-04-05,-0.7079
2022-01-21,2022-04-06,-0.7079
2022-01-21,2022-04-07,-0.7079
2022-01-21,2022-04-08,-0.7079
2022-01-21,2022-04-09,-0.7079
2022-01-21,2022-04-10,-0.7079
2022-01-21,2022-04-11,-0.7079
2022-01-21,2022-04-12,-0.7078
2022-01-21,2022-04-13,-0.7078
2022-01-21,2022-04-14,-0.7078
2022-01-21,2022-04-15,-0.7078
2022-01-21,2022-04-16,-0.7078
2022-01-21,2022-04-17,-0.7078
2022-01-21,2022-04-18,-0.7078
2022-01-21,2022-04-19,-0.7079
2022-01-21,2022-04-20,-0.7079
2022-01-21,2022-04-21,-0.7078
2022-01-21,2022-04-22,-0.7079
2022-01-21,2022-04-23,-0.7079
2022-01-21,2022-04-24,-0.7078
2022-01-21,2022-04-25,-0.7078
2022-01-21,2022-04-26,-0.7078
2022-01-21,2022-04-27,-0.7078
2022-01-21,2022-04-28,-0.7078
2022-01-21,2022-04-29,-0.7078
2022-01-21,2022-04-30,-0.7077
2022-01-21,2022-05-01,-0.7076
2022-01-21,2022-05-02,-0.7076
2022-01-21,2022-05-03,-0.7075
2022-01-21,2022-05-04,-0.7074
2022-01-21,2022-05-05,-0.7074
2022-01-21,2022-05-06,-0.7074
2022-01-21,2022-05-07,-0.7074
2022-01-21,2022-05-08,-0.7074
2022-01-21,2022-05-09,-0.7074
2022-01-21,2022-05-10,-0.7073
2022-01-21,2022-05-11,-0.7074
2022-01-21,2022-05-12,-0.7074
2022-01-21,2022-05-13,-0.7074
2022-01-21,2022-05-14,-0.7074
2022-01-21,2022-05-15,-0.7074
2022-01-21,2022-05-16,-0.7074
2022-01-21,2022-05-17,-0.7074
2022-01-21,2022-05-18,-0.7074
2022-01-21,2022-05-19,-0.7074
2022-01-21,2022-05-20,-0.7074
2022-01-21,2022-05-21,-0.7074
2022-01-21,2022-05-22,-0.7074
2022-01-21,2022-05-23,-0.7074
2022-01-21,2022-05-24,-0.7074
2022-01-21,2022-05-25,-0.7074
2022-01-21,2022-05-26,-0.7074
2022-01-21,2022-05-27,-0.7074
2022-01-21,2022-05-28,-0.7074
2022-01-21,2022-05-29,-0.7074
2022-01-21,2022-05-30,-0.7074
2022-01-21,2022-05-31,-0.7074
2022-01-21,2022-06-01,-0.7073
2022-01-21,2022-06-02,-0.7073
2022-01-21,2022-06-03,-0.7073
2022-01-21,2022-06-04,-0.7073
2022-01-21,2022-06-05,-0.7073
2022-01-21,2022-06-06,-0.7073
2022-01-21,2022-06-07,-0.7073
2022-01-21,2022-06-08,-0.7073
2022-01-21,2022-06-09,-0.7073
2022-01-21,2022-06-10,-0.7073
2022-01-21,2022-06-11,-0.7072
2022-01-21,2022-06-12,-0.7072
2022-01-21,2022-06-13,-0.7072
2022-01-21,2022-06-14,-0.7072
2022-01-21,2022-06-15,-0.7072
2022-01-21,2022-06-16,-0.7071
2022-01-21,2022-06-17,-0.7057
2022-01-21,2022-06-18,-0.7023
2022-01-21,2022-06-19,-0.6990
2022-01-21,2022-06-20,-0.6958
2022-01-21,2022-06-21,-0.6925
2022-01-21,2022-06-22,-0.6893
2022-01-21,2022-06-23,-0.6861
2022-01-21,2022-06-24,-0.6829
2022-01-21,2022-06-25,-0.6798
2022-01-21,2022-06-26,-0.6767
2022-01-21,2022-06-27,-0.6737
2022-01-21,2022-06-28,-0.6707
2022-01-21,2022-06-29,-0.6677
2022-01-21,2022-06-30,-0.6648
2022-01-21,2022-07-01,-0.6619
2022-01-21,2022-07-02,-0.6591
2022-01-21,2022-07-03,-0.6563
2022-01-21,2022-07-04,-0.6535
2022-01-21,2022-07-05,-0.6508
2022-01-21,2022-07-06,-0.6481
2022-01-21,2022-07-07,-0.6455
2022-01-21,2022-07-08,-0.6429
2022-01-21,2022-07-09,-0.6404
2022-01-21,2022-07-10,-0.6379
2022-01-21,2022-07-11,-0.6354
2022-01-21,2022-07-12,-0.6329
2022-01-21,2022-07-13,-0.6304
2022-01-21,2022-07-14,-0.6280
2022-01-21,2022-07-15,-0.6256
2022-01-21,2022-07-16,-0.6233
2022-01-21,2022-07-17,-0.6209
2022-01-21,2022-07-18,-0.6186
2022-01-21,2022-07-19,-0.6163
2022-01-21,2022-07-20,-0.6141
2022-01-21,2022-07-21,-0.6119
2022-01-21,2022-07-22,-0.6097
2022-01-21,2022-07-23,-0.6074
2022-01-22,2022-01-23,-0.7130
2022-01-22,2022-01-24,-0.7130
2022-01-22,2022-01-25,-0.7128
2022-01-22,2022-01-26,-0.7129
2022-01-22,2022-01-27,-0.7128
2022-01-22,2022-01-28,-0.7126
2022-01-22,2022-01-29,-0.7125
2022-01-22,2022-01-30,-0.7125
2022-01-22,2022-01-31,-0.7124
2022-01-22,2022-02-01,-0.7109
2022-01-22,2022-02-02,-0.7108
2022-01-22,2022-02-03,-0.7108
2022-01-22,2022-02-04,-0.7110
2022-01-22,2022-02-05,-0.7111
2022-01-22,2022-02-06,-0.7112
2022-01-22,2022-02-07,-0.7113
2022-01-22,2022-02-08,-0.7114
2022-01-22,2022-02-09,-0.7116
2022-01-22,2022-02-10,-0.7118
2022-01-22,2022-02-11,-0.7120
2022-01-22,2022-02-12,-0.7122
2022-01-22,2022-02-13,-0.7124
2022-01-22,2022-02-14,-0.7125
2022-01-22,2022-02-15,-0.7125
2022-01-22,2022-02-16,-0.7127
2022-01-22,2022-02-17,-0.7128
2022-01-22,2022-02-18,-0.7129
2022-01-22,2022-02-19,-0.7130
2022-01-22,2022-02-20,-0.7131
2022-01-22,2022-02-21,-0.7132
2022-01-22,2022-02-22,-0.7133
2022-01-22,2022-02-23,-0.7134
2022-01-22,2022-02-24,-0.7135
2022-01-22,2022-02-25,-0.7136
2022-01-22,2022-02-26,-0.7137
2022-01-22,2022-02-27,-0.7138
2022-01-22,2022-02-28,-0.7138
2022-01-22,2022-03-01,-0.7134
2022-01-22,2022-03-02,-0.7134
2022-01-22,2022-03-03,-0.7134
2022-01-22,2022-03-04,-0.7135
2022-01-22,2022-03-05,-0.7135
2022-01-22,2022-03-06,-0.7136
2022-01-22,2022-03-07,-0.7136
2022-01-22,2022-03-08,-0.7137
2022-01-22,2022-03-09,-0.7136
2022-01-22,2022-03-10,-0.7136
2022-01-22,2022-03-11,-0.7134
2022-01-22,2022-03-12,-0.7133
2022-01-22,2022-03-13,-0.7132
2022-01-22,2022-03-14,-0.7131
2022-01-22,2022-03-15,-0.7128
2022-01-22,2022-03-16,-0.7125
2022-01-22,2022-03-17,-0.7121
2022-01-22,2022-03-18,-0.7115
2022-01-22,2022-03-19,-0.7110
2022-01-22,2022-03-20,-0.7106
2022-01-22,2022-03-21,-0.7102
2022-01-22,2022-03-22,-0.7099
2022-01-22,2022-03-23,-0.7096
2022-01-22,2022-03-24,-0.7093
2022-01-22,2022-03-25,-0.7091
2022-01-22,2022-03-26,-0.7089
2022-01-22,2022-03-27,-0.7088
2022-01-22,2022-03-28,-0.7086
2022-01-22,2022-03-29,-0.7085
2022-01-22,2022-03-30,-0.7084
2022-01-22,2022-03-31,-0.7082
2022-01-22,2022-04-01,-0.7081
2022-01-22,2022-04-02,-0.7081
2022-01-22,2022-04-03,-0.7080
2022-01-22,2022-04-04,-0.7079
2022-01-22,2022-04-05,-0.7079
2022-01-22,2022-04-06,-0.7079
2022-01-22,2022-04-07,-0.7078
2022-01-22,2022-04-08,-0.7078
2022-01-22,2022-04-09,-0.7078
2022-01-22,2022-04-10,-0.7078
2022-01-22,2022-04-11,-0.7078
2022-01-22,2022-04-12,-0.7078
2022-01-22,2022-04-13,-0.7078
2022-01-22,2022-04-14,-0.7078
2022-01-22,2022-04-15,-0.7078
2022-01-22,2022-04-16,-0.7078
2022-01-22,2022-04-17,-0.7078
2022-01-22,2022-04-18,-0.7078
2022-01-22,2022-04-19,-0.7078
2022-01-22,2022-04-20,-0.7078
2022-01-22,2022-04-21,-0.7078
2022-01-22,2022-04-22,-0.7078
2022-01-22,2022-04-23,-0.7078
2022-01-22,2022-04-24,-0.7078
2022-01-22,2022-04-25,-0.7078
2022-01-22,2022-04-26,-0.7078
2022-01-22,2022-04-27,-0.7078
2022-01-22,2022-04-28,-0.7078
2022-01-22,2022-04-29,-0.7077
2022-01-22,2022-04-30,-0.7077
2022-01-22,2022-05-01,-0.7076
2022-01-22,2022-05-02,-0.7075
2022-01-22,2022-05-03,-0.7074
2022-01-22,2022-05-04,-0.7074
2022-01-22,2022-05-05,-0.7074
2022-01-22,2022-05-06,-0.7074
2022-01-22,2022-05-07,-0.7073
2022-01-22,2022-05-08,-0.7073
2022-01-22,2022-05-09,-0.7073
2022-01-22,2022-05-10,-0.7073
2022-01-22,2022-05-11,-0.7073
2022-01-22,2022-05-12,-0.7073
2022-01-22,2022-05-13,-0.7073
2022-01-22,2022-05-14,-0.7073
2022-01-22,2022-05-15,-0.7073
2022-01-22,2022-05-16,-0.7073
2022-01-22,2022-05-17,-0.7073
2022-01-22,2022-05-18,-0.7073
2022-01-22,2022-05-19,-0.7074
2022-01-22,2022-05-20,-0.7074
2022-01-22,2022-05-21,-0.7074
2022-01-22,2022-05-22,-0.7074
2022-01-22,2022-05-23,-0.7074
2022-01-22,2022-05-24,-0.7074
2022-01-22,2022-05-25,-0.7074
2022-01-22,2022-05-26,-0.7074
2022-01-22,2022-05-27,-0.7074
2022-01-22,2022-05-28,-0.7074
2022-01-22,2022-05-29,-0.7074
2022-01-22,2022-05-30,-0.7074
2022-01-22,2022-05-31,-0.7074
2022-01-22,2022-06-01,-0.7073
2022-01-22,2022-06-02,-0.7073
2022-01-22,2022-06-03,-0.7073
2022-01-22,2022-06-04,-0.7073
2022-01-22,2022-06-05,-0.7073
2022-01-22,2022-06-06,-0.7073
2022-01-22,2022-06-07,-0.7073
2022-01-22,2022-06-08,-0.7072
2022-01-22,2022-06-09,-0.7072
2022-01-22,2022-06-10,-0.7072
2022-01-22,2022-06-11,-0.7072
2022-01-22,2022-06-12,-0.7072
2022-01-22,2022-06-13,-0.7072
2022-01-22,2022-06-14,-0.7072
2022-01-22,2022-06-15,-0.7072
2022-01-22,2022-06-16,-0.7071
2022-01-22,2022-06-17,-0.7056
2022-01-22,2022-06-18,-0.7023
2022-01-22,2022-06-19,-0.6989
2022-01-22,2022-06-20,-0.6956
2022-01-22,2022-06-21,-0.6924
2022-01-22,2022-06-22,-0.6892
2022-01-22,2022-06-23,-0.6859
2022-01-22,2022-06-24,-0.6827
2022-01-22,2022-06-25,-0.6796
2022-01-22,2022-06-26,-0.6765
2022-01-22,2022-06-27,-0.6735
2022-01-22,2022-06-28,-0.6705
2022-01-22,2022-06-29,-0.6675
2022-01-22,2022-06-30,-0.6645
2022-01-22,2022-07-01,-0.6616
2022-01-22,2022-07-02,-0.6587
2022-01-22,2022-07-03,-0.6559
2022-01-22,2022-07-04,-0.6532
2022-01-22,2022-07-05,-0.6504
2022-01-22,2022-07-06,-0.6478
2022-01-22,2022-07-07,-0.6451
2022-01-22,2022-07-08,-0.6425
2022-01-22,2022-07-09,-0.6400
2022-01-22,2022-07-10,-0.6374
2022-01-22,2022-07-11,-0.6349
2022-01-22,2022-07-12,-0.6324
2022-01-22,2022-07-13,-0.6300
2022-01-22,2022-07-14,-0.6275
2022-01-22,2022-07-15,-0.6251
2022-01-22,2022-07-16,-0.6228
2022-01-22,2022-07-17,-0.6204
2022-01-22,2022-07-18,-0.6181
2022-01-22,2022-07-19,-0.6158
2022-01-22,2022-07-20,-0.6135
2022-01-22,2022-07-21,-0.6113
2022-01-22,2022-07-22,-0.6091
2022-01-22,2022-07-23,-0.6069
2022-01-23,2022-01-24,-0.7130
2022-01-23,2022-01-25,-0.7127
2022-01-23,2022-01-26,-0.7128
2022-01-23,2022-01-27,-0.7127
2022-01-23,2022-01-28,-0.7126
2022-01-23,2022-01-29,-0.7125
2022-01-23,2022-01-30,-0.7124
2022-01-23,2022-01-31,-0.7124
2022-01-23,2022-02-01,-0.7106
2022-01-23,2022-02-02,-0.7106
2022-01-23,2022-02-03,-0.7106
2022-01-23,2022-02-04,-0.7108
2022-01-23,2022-02-05,-0.7110
2022-01-23,2022-02-06,-0.7111
2022-01-23,2022-02-07,-0.7112
2022-01-23,2022-02-08,-0.7114
2022-01-23,2022-02-09,-0.7115
2022-01-23,2022-02-10,-0.7118
2022-01-23,2022-02-11,-0.7120
2022-01-23,2022-02-12,-0.7122
2022-01-23,2022-02-13,-0.7123
2022-01-23,2022-02-14,-0.7125
2022-01-23,2022-02-15,-0.7125
2022-01-23,2022-02-16,-0.7127
2022-01-23,2022-02-17,-0.7128
2022-01-23,2022-02-18,-0.7129
2022-01-23,2022-02-19,-0.7130
2022-01-23,2022-02-20,-0.7132
2022-01-23,2022-02-21,-0.7133
2022-01-23,2022-02-22,-0.7134
2022-01-23,2022-02-23,-0.7134
2022-01-23,2022-02-24,-0.7135
2022-01-23,2022-02-25,-0.7137
2022-01-23,2022-02-26,-0.7137
2022-01-23,2022-02-27,-0.7138
2022-01-23,2022-02-28,-0.7139
2022-01-23,2022-03-01,-0.7134
2022-01-23,2022-03-02,-0.7134
2022-01-23,2022-03-03,-0.7134
2022-01-23,2022-03-04,-0.7135
2022-01-23,2022-03-05,-0.7136
2022-01-23,2022-03-06,-0.7136
2022-01-23,2022-03-07,-0.7136
2022-01-23,2022-03-08,-0.7137
2022-01-23,2022-03-09,-0.7137
2022-01-23,2022-03-10,-0.7137
2022-01-23,2022-03-11,-0.7135
2022-01-23,2022-03-12,-0.7133
2022-01-23,2022-03-13,-0.7132
2022-01-23,2022-03-14,-0.7131
2022-01-23,2022-03-15,-0.7128
2022-01-23,2022-03-16,-0.7125
2022-01-23,2022-03-17,-0.7121
2022-01-23,2022-03-18,-0.7115
2022-01-23,2022-03-19,-0.7110
2022-01-23,2022-03-20,-0.7106
2022-01-23,2022-03-21,-0.7102
2022-01-23,2022-03-22,-0.7098
2022-01-23,2022-03-23,-0.7095
2022-01-23,2022-03-24,-0.7092
2022-01-23,2022-03-25,-0.7090
2022-01-23,2022-03-26,-0.7089
2022-01-23,2022-03-27,-0.7087
2022-01-23,2022-03-28,-0.7086
2022-01-23,2022-03-29,-0.7084
2022-01-23,2022-03-30,-0.7083
2022-01-23,2022-03-31,-0.7082
2022-01-23,2022-04-01,-0.7081
2022-01-23,2022-04-02,-0.7080
2022-01-23,2022-04-03,-0.7079
2022-01-23,2022-04-04,-0.7078
2022-01-23,2022-04-05,-0.7078
2022-01-23,2022-04-06,-0.7078
2022-01-23,2022-04-07,-0.7078
2022-01-23,2022-04-08,-0.7078
2022-01-23,2022-04-09,-0.7078
2022-01-23,2022-04-10,-0.7078
2022-01-23,2022-04-11,-0.7078
2022-01-23,2022-04-12,-0.7077
2022-01-23,2022-04-13,-0.7077
2022-01-23,2022-04-14,-0.7077
2022-01-23,2022-04-15,-0.7077
2022-01-23,2022-04-16,-0.7077
2022-01-23,2022-04-17,-0.7077
2022-01-23,2022-04-18,-0.7078
2022-01-23,2022-04-19,-0.7078
2022-01-23,2022-04-20,-0.7078
2022-01-23,2022-04-21,-0.7078
2022-01-23,2022-04-22,-0.7078
2022-01-23,2022-04-23,-0.7078
2022-01-23,2022-04-24,-0.7078
2022-01-23,2022-04-25,-0.7078
2022-01-23,2022-04-26,-0.7077
2022-01-23,2022-04-27,-0.7077
2022-01-23,2022-04-28,-0.7077
2022-01-23,2022-04-29,-0.7077
2022-01-23,2022-04-30,-0.7076
2022-01-23,2022-05-01,-0.7076
2022-01-23,2022-05-02,-0.7075
2022-01-23,2022-05-03,-0.7074
2022-01-23,2022-05-04,-0.7074
2022-01-23,2022-05-05,-0.7073
2022-01-23,2022-05-06,-0.7073
2022-01-23,2022-05-07,-0.7073
2022-01-23,2022-05-08,-0.7073
2022-01-23,2022-05-09,-0.7073
2022-01-23,2022-05-10,-0.7073
2022-01-23,2022-05-11,-0.7073
2022-01-23,2022-05-12,-0.7073
2022-01-23,2022-05-13,-0.7073
2022-01-23,2022-05-14,-0.7073
2022-01-23,2022-05-15,-0.7073
2022-01-23,2022-05-16,-0.7073
2022-01-23,2022-05-17,-0.7073
2022-01-23,2022-05-18,-0.7073
2022-01-23,2022-05-19,-0.7073
2022-01-23,2022-05-20,-0.7073
2022-01-23,2022-05-21,-0.7073
2022-01-23,2022-05-22,-0.7073
2022-01-23,2022-05-23,-0.7074
2022-01-23,2022-05-24,-0.7074
2022-01-23,2022-05-25,-0.7074
2022-01-23,2022-05-26,-0.7074
2022-01-23,2022-05-27,-0.7074
2022-01-23,2022-05-28,-0.7074
2022-01-23,2022-05-29,-0.7074
2022-01-23,2022-05-30,-0.7074
2022-01-23,2022-05-31,-0.7074
2022-01-23,2022-06-01,-0.7072
2022-01-23,2022-06-02,-0.7072
2022-01-23,2022-06-03,-0.7072
2022-01-23,2022-06-04,-0.7072
2022-01-23,2022-06-05,-0.7072
2022-01-23,2022-06-06,-0.7072
2022-01-23,2022-06-07,-0.7072
2022-01-23,2022-06-08,-0.7072
2022-01-23,2022-06-09,-0.7072
2022-01-23,2022-06-10,-0.7072
2022-01-23,2022-06-11,-0.7072
2022-01-23,2022-06-12,-0.7072
2022-01-23,2022-06-13,-0.7072
2022-01-23,2022-06-14,-0.7072
2022-01-23,2022-06-15,-0.7071
2022-01-23,2022-06-16,-0.7070
2022-01-23,2022-06-17,-0.7056
2022-01-23,2022-06-18,-0.7022
2022-01-23,2022-06-19,-0.6988
2022-01-23,2022-06-20,-0.6955
2022-01-23,2022-06-21,-0.6923
2022-01-23,2022-06-22,-0.6890
2022-01-23,2022-06-23,-0.6858
2022-01-23,2022-06-24,-0.6826
2022-01-23,2022-06-25,-0.6794
2022-01-23,2022-06-26,-0.6763
2022-01-23,2022-06-27,-0.6732
2022-01-23,2022-06-28,-0.6702
2022-01-23,2022-06-29,-0.6672
2022-01-23,2022-06-30,-0.6642
2022-01-23,2022-07-01,-0.6613
2022-01-23,2022-07-02,-0.6584
2022-01-23,2022-07-03,-0.6556
2022-01-23,2022-07-04,-0.6528
2022-01-23,2022-07-05,-0.6501
2022-01-23,2022-07-06,-0.6474
2022-01-23,2022-07-07,-0.6447
2022-01-23,2022-07-08,-0.6421
2022-01-23,2022-07-09,-0.6395
2022-01-23,2022-07-10,-0.6370
2022-01-23,2022-07-11,-0.6345
2022-01-23,2022-07-12,-0.6320
2022-01-23,2022-07-13,-0.6295
2022-01-23,2022-07-14,-0.6271
2022-01-23,2022-07-15,-0.6246
2022-01-23,2022-07-16,-0.6223
2022-01-23,2022-07-17,-0.6199
2022-01-23,2022-07-18,-0.6176
2022-01-23,2022-07-19,-0.6153
2022-01-23,2022-07-20,-0.6130
2022-01-23,2022-07-21,-0.6108
2022-01-23,2022-07-22,-0.6085
2022-01-23,2022-07-23,-0.6063
2022-01-24,2022-01-25,-0.7123
2022-01-24,2022-01-26,-0.7127
2022-01-24,2022-01-27,-0.7126
2022-01-24,2022-01-28,-0.7125
2022-01-24,2022-01-29,-0.7124
2022-01-24,2022-01-30,-0.7123
2022-01-24,2022-01-31,-0.7123
2022-01-24,2022-02-01,-0.7104
2022-01-24,2022-02-02,-0.7103
2022-01-24,2022-02-03,-0.7104
2022-01-24,2022-02-04,-0.7106
2022-01-24,2022-02-05,-0.7108
2022-01-24,2022-02-06,-0.7110
2022-01-24,2022-02-07,-0.7111
2022-01-24,2022-02-08,-0.7113
2022-01-24,2022-02-09,-0.7114
2022-01-24,2022-02-10,-0.7117
2022-01-24,2022-02-11,-0.7119
2022-01-24,2022-02-12,-0.7121
2022-01-24,2022-02-13,-0.7123
2022-01-24,2022-02-14,-0.7125
2022-01-24,2022-02-15,-0.7125
2022-01-24,2022-02-16,-0.7127
2022-01-24,2022-02-17,-0.7128
2022-01-24,2022-02-18,-0.7129
2022-01-24,2022-02-19,-0.7131
2022-01-24,2022-02-20,-0.7132
2022-01-24,2022-02-21,-0.7133
2022-01-24,2022-02-22,-0.7134
2022-01-24,2022-02-23,-0.7135
2022-01-24,2022-02-24,-0.7136
2022-01-24,2022-02-25,-0.7137
2022-01-24,2022-02-26,-0.7138
2022-01-24,2022-02-27,-0.7138
2022-01-24,2022-02-28,-0.7139
2022-01-24,2022-03-01,-0.7134
2022-01-24,2022-03-02,-0.7134
2022-01-24,2022-03-03,-0.7134
2022-01-24,2022-03-04,-0.7135
2022-01-24,2022-03-05,-0.7136
2022-01-24,2022-03-06,-0.7136
2022-01-24,2022-03-07,-0.7137
2022-01-24,2022-03-08,-0.7137
2022-01-24,2022-03-09,-0.7137
2022-01-24,2022-03-10,-0.7137
2022-01-24,2022-03-11,-0.7135
2022-01-24,2022-03-12,-0.7134
2022-01-24,2022-03-13,-0.7132
2022-01-24,2022-03-14,-0.7131
2022-01-24,2022-03-15,-0.7128
2022-01-24,2022-03-16,-0.7125
2022-01-24,2022-03-17,-0.7120
2022-01-24,2022-03-18,-0.7115
2022-01-24,2022-03-19,-0.7110
2022-01-24,2022-03-20,-0.7106
2022-01-24,2022-03-21,-0.7101
2022-01-24,2022-03-22,-0.7098
2022-01-24,2022-03-23,-0.7095
2022-01-24,2022-03-24,-0.7092
2022-01-24,2022-03-25,-0.7090
2022-01-24,2022-03-26,-0.7088
2022-01-24,2022-03-27,-0.7087
2022-01-24,2022-03-28,-0.7085
2022-01-24,2022-03-29,-0.7084
2022-01-24,2022-03-30,-0.7082
2022-01-24,2022-03-31,-0.7081
2022-01-24,2022-04-01,-0.7080
2022-01-24,2022-04-02,-0.7079
2022-01-24,2022-04-03,-0.7079
2022-01-24,2022-04-04,-0.7078
2022-01-24,2022-04-05,-0.7077
2022-01-24,2022-04-06,-0.7077
2022-01-24,2022-04-07,-0.7077
2022-01-24,2022-04-08,-0.7077
2022-01-24,2022-04-09,-0.7077
2022-01-24,2022-04-10,-0.7077
2022-01-24,2022-04-11,-0.7077
2022-01-24,2022-04-12,-0.7077
2022-01-24,2022-04-13,-0.7077
2022-01-24,2022-04-14,-0.7077
2022-01-24,2022-04-15,-0.7077
2022-01-24,2022-04-16,-0.7077
2022-01-24,2022-04-17,-0.7077
2022-01-24,2022-04-18,-0.7077
2022-01-24,2022-04-19,-0.7077
2022-01-24,2022-04-20,-0.7077
2022-01-24,2022-04-21,-0.7077
2022-01-24,2022-04-22,-0.7077
2022-01-24,2022-04-23,-0.7077
2022-01-24,2022-04-24,-0.7077
2022-01-24,2022-04-25,-0.7077
2022-01-24,2022-04-26,-0.7077
2022-01-24,2022-04-27,-0.7077
2022-01-24,2022-04-28,-0.7077
2022-01-24,2022-04-29,-0.7077
2022-01-24,2022-04-30,-0.7076
2022-01-24,2022-05-01,-0.7075
2022-01-24,2022-05-02,-0.7074
2022-01-24,2022-05-03,-0.7074
2022-01-24,2022-05-04,-0.7073
2022-01-24,2022-05-05,-0.7073
2022-01-24,2022-05-06,-0.7073
2022-01-24,2022-05-07,-0.7073
2022-01-24,2022-05-08,-0.7072
2022-01-24,2022-05-09,-0.7072
2022-01-24,2022-05-10,-0.7072
2022-01-24,2022-05-11,-0.7072
2022-01-24,2022-05-12,-0.7072
2022-01-24,2022-05-13,-0.7073
2022-01-24,2022-05-14,-0.7073
2022-01-24,2022-05-15,-0.7073
2022-01-24,2022-05-16,-0.7073
2022-01-24,2022-05-17,-0.7073
2022-01-24,2022-05-18,-0.7073
2022-01-24,2022-05-19,-0.7073
2022-01-24,2022-05-20,-0.7073
2022-01-24,2022-05-21,-0.7073
2022-01-24,2022-05-22,-0.7073
2022-01-24,2022-05-23,-0.7073
2022-01-24,2022-05-24,-0.7073
2022-01-24,2022-05-25,-0.7073
2022-01-24,2022-05-26,-0.7073
2022-01-24,2022-05-27,-0.7073
2022-01-24,2022-05-28,-0.7073
2022-01-24,2022-05-29,-0.7073
2022-01-24,2022-05-30,-0.7073
2022-01-24,2022-05-31,-0.7073
2022-01-24,2022-06-01,-0.7072
2022-01-24,2022-06-02,-0.7072
2022-01-24,2022-06-03,-0.7072
2022-01-24,2022-06-04,-0.7072
2022-01-24,2022-06-05,-0.7072
2022-01-24,2022-06-06,-0.7072
2022-01-24,2022-06-07,-0.7072
2022-01-24,2022-06-08,-0.7072
2022-01-24,2022-06-09,-0.7072
2022-01-24,2022-06-10,-0.7072
2022-01-24,2022-06-11,-0.7072
2022-01-24,2022-06-12,-0.7072
2022-01-24,2022-06-13,-0.7071
2022-01-24,2022-06-14,-0.7071
2022-01-24,2022-06-15,-0.7071
2022-01-24,2022-06-16,-0.7070
2022-01-24,2022-06-17,-0.7056
2022-01-24,2022-06-18,-0.7021
2022-01-24,2022-06-19,-0.6988
2022-01-24,2022-06-20,-0.6954
2022-01-24,2022-06-21,-0.6922
2022-01-24,2022-06-22,-0.6889
2022-01-24,2022-06-23,-0.6856
2022-01-24,2022-06-24,-0.6824
2022-01-24,2022-06-25,-0.6792
2022-01-24,2022-06-26,-0.6761
2022-01-24,2022-06-27,-0.6730
2022-01-24,2022-06-28,-0.6699
2022-01-24,2022-06-29,-0.6669
2022-01-24,2022-06-30,-0.6639
2022-01-24,2022-07-01,-0.6610
2022-01-24,2022-07-02,-0.6581
2022-01-24,2022-07-03,-0.6553
